song,artist,lyrics
headlines,drake,"I might be too strung out on compliments, overdosed on confidence
Started not to give a fuck and stop fearin' the consequence
Drinkin' every night, because we drink to my accomplishments
Faded way too long
I'm floatin' in and out on consciousness
And they say that I'm back, I'd agree with that
I just take my time wit all this shit, I still believe in that
I had someone tell me I fell off, ooh, I needed that
And they wanna see me pick back up, well, where'd I leave it at? I know I exaggerated things, now I got it like that
Tuck my napkin in my shirt, 'cause I'm just mobbin' like that
You know good and well that you don't wanna problem like that
You gon' make someone around me catch a body like that No, don't do it
Please don't do it
'Cause one of us goes in and we all go through it
And Drizzy got the money
So Drizzy gon' pay it
Those my brothers, I ain't even gotta say it
That's just somethin' they know They know, they know, they know
They know, they know, they know
They know, they know, they know
Yeah, they know Yeah, that the real is on the rise
Fuck them other guys
I even gave 'em a chance to decide
Now it's somethin' they know
They know, they know, they know
Yeah I be yellin' out
Money over everything
Money on my mind
Then she wanna ask when it got so empty
Tell her I apologize, happened over time
She says they missed the old Drake
Girl, don't tempt me
If they don't get it, they'll be over you
That new shit that you got is... overdue
You better do what you supposed to do
I'm like, why I gotta be all that?
But still I can't deny the fact that it's... true Listen to you expressin' all them feelin's
Soap opera rappers
All these niggas sound like All My Children
And that's how you thinkin' is about to come and make a killin'
I guess it really is just me, myself, and all my millions You know that they ain't even got it like that
You gon' hype me up and make me catch a body like that
'Cause I live for this
It isn't just a hobby like that
When they get my shit and play it
I don't even gotta say it
They know They know, they know, they know
They know, they know, they know
They know, they know, they know
Yeah, they know Yeah, that the real is on the rise
Fuck them other guys
I even gave 'em a chance to decide
Now it's somethin' they know
They know, they know, they know
I be yellin' out
Money over everything
Money on my mind (mind mind mind)
Tell 'em I apologize
It happened over time (time time time)"
versace,drake,"Versace, Versace, Medusa head on me like I'm 'Luminati
This is a gated community, please get the fuck off the property
Rap must be changing cause I'm at the top and ain't no one on top of me
Niggas be wanting a verse for a verse, but man that's not a swap to me
Drowning in compliments, pool in the backyard that look like Metropolis
I think I'm sellin' a million first week, man I guess I'm an optimist
Born in Toronto but sometimes I feel like Atlanta adopted us
What the fuck is you talkin' 'bout? Saw this shit comin' like I had binoculars
Boy, Versace, Versace, we stay at the mansion when we in Miami
The pillows' Versace, the sheets are Versace, I just won a Grammy
I've been so quiet, I got the world like ""What the fuck is he planning?""
Just make sure that you got a back up plan cause that shit might come in handy
Started a label, the album is comin' September, just wait on it
This year I'm eating your food and my table got so many plates on it
Hundred inch TV at my house, I sit back like ""damn I look great on it""
I do not fuck with your new shit, my nigga, don't ask for my take on it
Speakin' in lingo, man this for my nigga that trap out the bando
This for my niggas that call up Fernando to move a piano
Fuck all your feeling's cause business is business, it's strictly financial
I'm always the first one to get it, man that's how you lead by example
Versace, Versace, Versace, Versace, Versace, Versace
Word to New York cause the Dyckman and Heights girls are callin' me ""Papi""
I'm all on the low, take a famous girl out with me, no paparazzi
I'm trying give Halle Berry a baby and no one can stop me Versace, Versace, Versace, Versace
Versace, Versace, Versace, Versace
Versace, Versace Versace, Versace Versace
Versace, Versace Versace, Versace Versace Versace, Versace, Medusa head on me like I'm 'Luminati
I know that you like it, Versace, my neck and my wrist is so sloppy
Versace, Versace, I love it, Versace the top of my Audi
My plug, he John Gotti, he give me the dozen, I know that they're mighty
Shoes and shirt Versace, your bitch want in on my pockets
She ask me why my drawers silk, I told that bitch ""Versace""
Cheetah print on my sleeve, but I ain't ever been in the jungle
Try to take my sack, better run with it, nigga don't fumble Versace, Versace, Versace, Versace
Versace, Versace, Versace, Versace
Versace, Versace Versace, Versace Versace
Versace, Versace Versace, Versace Versace You can do Truey, I do it Versace
You copped the Honda, I copped the Mazi
You smoke the mid, I smoke exotic
I set the trend, you niggas copy
Kick in the door like I work at Hibachi
Look at the watch, blow it, hot like some Taki
Come in my room, my sheet Versace
Go to sleep, I dream Versace
Medusa, Medusa, Medusa
You niggas they wishin' they knew yeah
They coppin' the Truey, remixing the Louie
My blunts is fat as Rasputia
Feet and same shirt like I'm Tony the Tiger
I'm beating the pot, call me Michael
Lot of you niggas that copy
Look at my closet Versace, Versace Versace, Versace, Versace, Versace
Versace, Versace, Versace, Versace
Versace, Versace Versace, Versace Versace
Versace, Versace Versace, Versace Versace King of Versace, Medusa my wifey
My car is Versace, I got stripes on my Mazi
I'm dressin' so nicely they can't even copy
You'd think I'm Egyptian, this gold on my body
Money my mission, two bitches, they kissin'
My diamonds is pissing, my swag is exquisite
No offset no preacher but you niggas listen
Them blue and white diamonds, they look like the Pistons
Codeine sipping, Versace I'm gripping them bands in my pocket
You know that I'm living
I'm draped up in gold, but no Pharaoh
Rockin' handcuffs, that's Ferragamo
Bricks by the boat, overload
I think I'm the don, but no Rocko
This the life that I chose,
Bought out the store, can't go back no more
Versace my clothes while I'm selling them bows
Versace took over, it took out my soul Versace, Versace, Versace, Versace
Versace, Versace, Versace, Versace
Versace, Versace Versace, Versace Versace
Versace, Versace Versace, Versace Versace"
the-motto,drake,"I'm the fuckin man, you don't get it do ya?
Type of money everybody acting like they knew ya
Go Uptown, New York City Biiitch
Some Spanish girls love me like I'm Aventura
Tell Uncle Luke I'm out in Miami too
Clubbing hard, Fuckin' women ain't much to do Wrist blang, got a condo up in Biscayne
Still getting brain from a thang, ain't shit changed
How you feel? how you feel? how you feel?
Twenty five sittin' on 25 mil uhh
I'm in the building and I'm feeling myself
Rest in peace Mac Dre, I'mma do it for the Bay, okay
Getting paid well holla whenever that stop
My team good, we don't really need a mascot
Tell Tune ""light one, pass it like a relay""
YMCMB you niggas more YMCA
Me, Freddie, Marley Marl at the cribbo
Shout goes out to Niko, Jay and Chubbo, shout to Gibo
We got Santa Margarita by the liter
She know even if I'm fuckin with her, I don't really need her
Aohhh, That's how you feel man?
That's really how you feel?
Cause the pimpin' ice cold, all these bitches wanna chill
I mean maybe she won't
Then again maybe she will
I can almost guarantee she know the deal,
Real nigga what's up? Now she want a photo
You already know though
You only live once: that's the motto nigga YOLO and
We bout it every day, every day, every day
Like we sittin' on the bench, nigga we don't really play
Every day, every day, fuck what anybody say
Can't see 'em 'cause the money in the way
Real nigga what's up? One, time fuck one time
I'm calling niggas out like the umpire
Seven, grams in the blunt
Almost drowned in her pussy so I swam to her butt
It's Eastside, we in this bitch
Wish a nigga would like a tree in this bitch
And if a leaf fall put some weed in that bitch
That's my MO add a B to that shit
I'm fucked up, torn down
I'm twisted: door knob
Talk stupid, off with your head!
Nigga money talks and Mr Ed! Yea!
I'm so Young Money got a drum on the gun
Energizer bunny
Funny how honey ain't sweet like sugar
Ain't shit sweet niggas on the street like hookers
I tongue kiss her other tongue
Skeet skeet skeet: water gun
Oh my God, Becky, look at her butt! Tunechi Now she want a photo
You already know though
You only live once: that's the motto nigga YOLO and
We bout it every day, every day, every day
Like we sittin on the bench, nigga we don't really play
Every day, every day, fuck what anybody say
Can't see 'em 'cause the money in the way
Real nigga what's up? what's up? what's up? T Raw, skinny nigga big balls
Fuck around get dragged, Ru Paul
You a funny little nigga, Duval
Out of this world, Total Recall
Call a bitch raw dick let her see-saw
Sorta like a donkey like an ass nigga he-haw
Ridin round in the 'rari with the top off
While you in the window man I'm probably on my next car
Ay! Mighty duck with the ice on
Real L.A. nigga trucks with the gun drawn
Drawin on your face you a clown jack in the box
Boy that's your bop she my new poom poom star
Stars in the back and my homies they don't act
Actin brand new fuck her never call her back
Matt Forte got the bitch running back
Man that's the motto you ain't know it's like that? Now she want a photo
You already know though
You only live once: that's the motto nigga YOLO and
We bout it every day, every day, every day
Like we sittin on the bench, nigga we don't really play
Every day, every day, fuck what anybody say
Can't see 'em 'cause the money in the way
Real nigga what's up? what's up? what's up?
Real nigga what's up?
Real nigga what's up?
Now she want a photo
You already know though
You only live once: that's the motto nigga YOLO and
We bout it every day, every day, every day
Like we sittin on the bench, nigga we don't really play
Every day, every day, fuck what anybody say
Can't see 'em 'cause the money in the way
Real nigga what's up?"
survival,drake,"I been waitin' on this
Yeah All of this disorder, no addressin'
The crown is broken in pieces, but there's more in my possession
There's a whole lot in my possession
Who do you really love? Well, that's sure to be in question
My Mount Rushmore is me with four different expressions
Who's givin' out this much return on investment?
After my run, man, how is that even a question?
After this summer, man, how is that even a-
I've had real Philly niggas try to write my endin'
Takin' shots with the goat and talked about shots that we sendin'
I've had scuffles with bad boys that wasn't pretendin'
I've had too many nights to mention, that's just the beginnin'
I'm pretty sure we got a label, I'm still independent
I fell back a hundred times when I don't get the credit
Seen this movie a hundred times, I know where it's headed
Realize someone gotta die when no one'll dead it
Niggas gamblin' with they life for some content
That's the type of lottery that could get your top picked
I am a cream-of-the-crop nigga
You niggas pop mollies, my Mali's pop niggas
House on both coasts, but I live on the charts
I have tea with the stars, and I swim with the sharks
And I see in the dark, wasn't this cold at the start
Think my soul has been marked, there's a hole in my heart
Yeah, I was about to... man, I thought about it
It's unsettlin' to talk about it
Free all of my niggas that they caught with it
R.I.P. my niggas that they caught without it
This just the intro, let me not get ahead of myself
This is God's plan, young man, you said it yourself
Always got a ace up my sleeve for whatever was dealt
Daddy got suits like Bernie Mac, he dresses himself
I stopped askin' myself and I started feelin' myself
Now I gotta deal with all this drama and deal with myself
I ain't even have to cut the tie, it severed itself
This just the intro, let me not get ahead of myself"
doing-it-wrong,drake,"When a good thing goes bad it's not the end of the world
It's just the end of a world, that you had with one girl
And she's the reason it happened, but she's overreacting
And it's all because she don't want things to change So cry if you need to, but I can't stay to watch you
That's the wrong thing to do
Touch if you need to, but I can't stay to hold you
That's the wrong thing to do
Talk if you need to, but I can't stay to hear you
That's the wrong thing to do
Cause you'll say you love me, and I'll end up lying
And say I love you too But I need someone different
You know it, oh ho, you know it
Oh ho, you know it, we both know it
I need someone different
You know it, oh ho, you know it
Oh ho, you know it, we both know it
Something's been missing
You know it, oh ho, she knows it
Oh ho, I know it, we all know it
I need someone different
(Oh ho, oh ho) We live in a generation of, not being in love, and not being together
But we sure make it feel like we're together
Cause we're scared to see each other with somebody else So cry if you need to, but I can't stay to watch you
That's the wrong thing to do
Touch if you need to, but I can't stay to hold you
That's the wrong thing to do
Talk if you need to, but I can't stay to hear you
That's the wrong thing to do
Cause you'll say you love me, and I'll end up lying
And say I love you too But I need someone different
You know it, oh ho, you know it
Oh ho, you know it, we both know it
I need someone different
You know it, oh ho, you know it
Oh ho, you know it, we both know it
Something's been missing
You know it, oh ho, she knows it
Oh ho, I know it, we all know it
I need someone different
(Oh ho, oh ho)"
jaded,drake,"Ayy, yeah
Dogs on this side, dogs over on this side
Yeah Leavin' me (leavin' me)
Dippin' out on me (on me)
Already got what you needed, I guess
Quickly (quickly) learned yourself through me (through me)
Already gave you what you needed, I guess (ooh, yeah)
I guess (yeah), yeah
That's why I'm not with nobody (ooh, yeah)
'Cause I don't wanna hurt nobody (ooh, yeah)
Did it over text, didn't call me (ooh, yeah)
Still got love for you, mami
I know you wanna be somebody
Even if you gotta leave somebody (body), yeah Yes, I'm hurting, yes, I'm jaded (jaded)
Most of these things I don't wanna say (jaded)
I wanna be around while you chasin' (while you chasin' it)
You wanna hit me up when you make it
You'll try and come back when you famous
I always want the truth, but it's dangerous (dangerous, oh)
You got somethin' real, not basic (ooh, yeah)
You wanna get with me, stop Yes, I'm hurting, yes, I'm jaded (jaded)
Most of these things, I don't wanna say (say)
I wanna be around while you chasin'
(Wanna be around, wanna be around)
You wanna hit me up when you make it (ooh, yeah)
You'll try and come back when you famous
(Back around, back around)
I always want the truth, but it's dangerous (dangerous)
You got somethin' real, not basic
You wanna get with me, stop (playin') Yeah
Dogs on this side, dogs over on this side
(Ooh, yeah, ooh, yeah, ooh, yeah) Ayy, told me about all your insecurities, for what?
Dragged me like two hours to your family's house, for what?
Said you need some time but I should stick around, for what?
Always felt like stickin' 'round's the same as bein' stuck
And like guns with the inkin', you're gettin' under my skin
Pretty little young thing (young thing)
Had a nigga convinced, got me too excited Yeah, you played me, you played me, you played me
Low, down, dirty, shameful, crazy
I need to know how the new nigga you got does the same thing
I do for a living but is way less wavy
How you even managin' to keep straight faces
In all the pictures that I seen lately
Lord knows you still look amazin'
That's besides the point I'm makin'
You're way too opinionated
Have to force it, have to fake it
You have potential, I coulda shaped it
You went and caved in (ooh, yeah)
We coulda waited, I wasn't rushin', differences in ages
You're old enough, but you're still a baby
You've shared stories where you did amazin'
Things to be loyal, things to be patient
That was before me, I musta changed it
Shifted your focus, lens lookin' jaded (jaded) Most of these things I don't wanna say
I wanna be around while you chasin' (while you chasin' it)
You wanna hit me up when you make it
You'll try and come back when you famous
(Back around, back around) Dogs on this side, dogs over on this side
You wanna get with me, stop (playin')"
duppy-freestyle,drake,"[Intro]
I'm in shock
The nerve, the audacity
Okay [Verse]
So if you rebuke me for working with someone else on a couple of Vs
What do you really think of the nigga that's making your beats?
I've done things for him I thought that he never would need
Father had to stretch his hands out and get it from me
I pop style for 30 hours, then let him repeat
Now, you popping up with the jokes, I'm dead, I'm asleep
I just left from over by y'all putting pen to the sheets
Tired of sitting quiet, and helping my enemies eat
Keep getting temperature checks
They know that my head overheats
Don't know why the fuck you niggas listen to Denim or Steve
Must've had your Infrared wrong, now your head in the beam
Y'all are the spitting image of whatever jealousy breeds
Don't push me when I'm in album mode
You not even top 5 as far as your label talent goes
You send shots, well, I got to challenge those
But I bring Calicos to the Alamo
I could never have a Virgil in my circle and hold him back 'cause he makes me nervous
I wanna see my brothers flourish to their higher purpose
You niggas leeches and serpents
I think it's good that now the teachers are learning, yeah
Your brother said, it was your cousin then him, then you
So, you don't rap what you did, you just rap what you knew
Don't be ashamed, it's plenty niggas that do what you do
There's no malice in your heart, you're an approachable dude
Man, you might've sold to college kids for Nike Mercedes
But you act like you sold drugs for Escobar in the '80s
I had a microphone of yours, but then the signature faded
I think that pretty much resembles what's been happening lately
Please believe your demise will be televised, yeah
And as for Q, man, I changed his life a couple times
Nigga was at Kroger working double time
Ya'll acting like he made the boy when I was trying to help the guy
Yeah, who gassed you to play with me?
Man, you made this shit as easy as ABCs
Whoever supposedly making me hits, but then got no hits sound like they need me
My hooks did it, my lyrics did it, my spirit did it
I'm fearless with it, yeah
I really shouldn't have given you none of my time
'Cause you older than the nigga you running behind
Look, holla at me when you multi-million
I told you keep playing with my name and I'ma let it ring on you
Like Virginia Williams
I'm too resilient, get out your feelings
It's gonna be a cruel summer for you
I told Weezy and Baby"
ratchet-happy-birthday,drake,"It's your fuckin' birthday (oh, birthday, happy birthday)
It's a fuckin' celebration (oh, oh)
Tonight we celebrate
Seems like time's out of our control
It's a celebration, oh, oh It's your birthday, baby, it's your birthday, yeah
Who's gonna love you on your worst day?
You talk so tough, I know you're soft like buttercups
Reese's, Reese's, don't be rediculous
Just say your piece and peace up like Ibiza
Cool your headtop, you hotter than Anita
Bakin', baby, tell me where I need to... To be, to feel, and fill that emptiness inside you
Petty bullshit shouldn't excite you
On your birthday
It's your brrrrrrr It's your fuckin' birthday (oh, birthday, happy birthday)
It's a fuckin' celebration (oh, oh)
Tonight we celebrate
Seems like time's out of our control
It's a celebration, oh, oh They tried it, they went for it
All year and you're still here, just ignore it
If it ain't the real thing, you don't want it
GG, CC's all on you
It's your month and you know it (and you know it)
And you know it's real, don't gotta say it for you
And you know somebody home prayin' for you
You say, ""Play this shit,"" they better play it (ayy, play it)
For you (for you)
On time
And I miss the days that you was all mine
Haven't been official in a long time
So, tell me where I need to... To be, to feel, and fill that emptiness inside you
Petty bullshit shouldn't excite you
On your birthday
It's your brrrrrrr It's your fuckin' birthday (oh, birthday, happy birthday)
It's a fuckin' celebration (oh, oh)
Tonight we celebrate
Seems like time's out of our control
It's a celebration, oh, oh Oh, it's your fuckin' birthday
Oh, oh"
hurt,drake,"So hard to breathe this air that we call love,
Aint nothing worse than the hurt we receive from love,
When you get hurt by the one you living for,
Pain can make you wanna love no more, Loving you no more,
I just I cant I just can't be loving you no more,
I love you more than I love myself
Loving you no more,
I just I cant I just can't be loving you no more,
I love you more than I love myself Hurt with the heart thats bleeding slowly,
So many lonely sleepless nights,
Im going through hell to convince you love me,
But never her approval no matter how I try,
The way you talk to me but still I say I love you,
I'm ashamed you can see it in my eyes,
Momma always told me to respect the woman,
But what am I to do when her parents do not try, So many tears I cried,
But all for nothing I'm afraid to say,
Oooooohhh Loving you no more,
I just I cant I just can't be loving you no more,
I love you more than I love myself
Loving you no more,
I just I cant I just can't be loving you no more,
I love you more than I love myself I've been so dependent on your love for so long,
Punishment for me is trying to let go,
Give it from your heart is what you taught me,
Addiction to pain is what it got me,
My life, now its changed,
My life aint the same as you are,
Heartbroken, to the point sometimes wanna end it,
If I can't have what mean most to me, So many tears I cried,
But all for nothing I'm afraid to say, Loving you no more,
I just I cant I just can't be loving you no more,
I love you more than I love myself
Loving you no more,
I just I cant I just can't be loving you no more,
I love you more than I love myself Uh, trying not to over think
Only cause I've drove and I done had a lot to drink
When I wanted it blue you said we got to paint it pink
And there's pieces of ya hair still sittin in my sink
And you still got underwear that's sittin in the dryer
How come every time that you're suspicious I'm a liar?
You stand out, I can hear you whistle in a choir
And that's the only reason you the Mrs. I admire
Damn. Tell me what I'm gone do
Since everything I'm trying to forget is all true
Me and all your main girls get along too
I would take my last dollar out and bet it on you
But ahhhhh, you see the same one I'm missing
Is basically the reason I became something different
And just that I remember me before
And if you could do the same baby then we'll be for sure Loving you no more,
I just I cant I just can't be loving you no more,
I love you more than I love myself
Loving you no more,
I just I cant I just can't be loving you no more,
I love you more than I love myself"
say-something,drake,"Say something, I'm giving up on you
I'll be the one, if you want me to
Anywhere, I would've followed you
Say something, I'm giving up on you
And I am feeling so small
It was over my head
I know nothing at all
And I will stumble and fall
I'm still learning to love
Just starting to crawl
Say something, I'm giving up on you
I'm sorry that I couldn't get to you
Anywhere, I would've followed you
Say something, I'm giving up on you
And I will swallow my pride
You're the one that I love
And I'm saying goodbye
Say something, I'm giving up on you
And I'm sorry that I couldn't get to you
And anywhere, I would have followed you
Oh-oh-oh-oh say something, I'm giving up on you
Say something, I'm giving up on you
Say something..."
elevate,drake,"[Chorus]
(Ayy)
Elevate, elevate
Only obligation is to tell it straight
So much on my plate I gotta delegate
Baka passed a drug test, we gotta celebrate
I'm in better weight, thinkin' how'd I make- [Post-Chorus]
All this happen for myself and my family
All this happen for myself and my family
There's no way that this is real, man, it can't be
(Yeah, yeah) [Verse: Drake & French Montana]
If you need me, you can't call me
I stay busy makin' money
You know what is on my mind
All I think about is hunnids
I stay busy (bzz!) workin' on me
I stay busy with my business, homie
I already hit her when you left her lonely
She is not the type that likes to take things slowly
Slowly, my mouth is goin' off, I don't know patience
I got a chance, then my niggas got it too like it's contagious
I see the future when I get wavy (wavy God!)
But I couldn't picture bein' Champagne when I would buy that shit and save it for the right occasion
I couldn't picture changes when I was with Ms. Craten
That lady hates me
Couldn't picture wifin' Braden when I was pumpin' gas on road trips to go from Cincinnati on to Dayton
I couldn't gauge it
I wanna thank God for workin' way harder than Satan
He's playin' favorites, it feels amazin' (yeah) [Chorus]
Elevate, elevate
Only obligation is to tell it straight
Me and all the guys found a better way
This for life, bih, we can never separate
I'm in better weight, thinkin' how'd I make- [Post-Chorus]
All this happen for myself and my family
All this happen for myself and my family
There's no way that this is real, man, it can't be [Outro]
Yeah, I can only tell you shit in pieces
As it happens to me I begin to write the thesis
Freddy got the Aria setup like it's a Freaknik
Vegas like Marine Land, that big whale treatment
Georgie got me up a hunnid thousand for the weekend
I gotta move the safe beside the bed when I be sleepin'
My mood is changin' this summer I'ma be tweakin'"
can't-take-a-joke,drake,"Ayo blast that shit Maxx!
Blast that shit back if you blastin'
Ayy [Verse 1]
UberX to Hidden Hills, give me somethin' I can feel
If they come to Hidden Hills then I know they know the deal
We just right there up the road, you could hit it wit' a stone
I be out here on my own, I'm just tryna set the tone
I've been kicked when I was down, none of that shit matter now
Niggas think they run the town 'til we run 'em out of town
And they gotta relocate, gotta dip from where they stay
Everything will be okay, man, just stay up out my way [Chorus]
Skit around ends with the bros and I'm kitted to the toes
If I touch studio then we got one
I be tryna laugh with the bros 'bout the opps that we know
But they can't take a joke, 'cause it's not one
Think it's 'cause we live by the code, reputation to uphold
Makin' me the one they gotta take the spot from
I be tryna laugh with the bros but they can't take a joke [Interlude]
Ayo blast that shit Maxx!
Blast that shit back if you blastin'
Yeah, yeah [Verse 2]
Back and forth to Italy, my comment section killin' me
I swear I get so passionate, y'all do not know the half of it
I grew up with the Reps Up boys, we crashin' it and splashin' in
And when I say they crashin' it, I do not mean a accident
I'm- I'm still in the studio at 6:45
And my haters either on they way to work or they arrived
And I gotta own the things I rap about just for my pride
You know when it comes to pride, I can't put that shit aside
I've been kicked when I was down, none of that shit matter now
They be throwin' in the towel, I do yellowtail at TAO
They be watchin' what they say, especially when it's to my face
Everything will be okay, man, just stay up out my way [Chorus]
Skit around ends with the bros and I'm kitted to the toes
If I touch studio then we got one
I be tryna laugh with the bros 'bout the opps that we know
But they can't take a joke, 'cause it's not one
Think it's 'cause we live by the code, reputation to uphold
Makin' me the one they gotta take the spot from
I be tryna laugh with the bros but they can't take a joke"
controlla,drake,"Right, my yiy just changed
You just buzzed the front gate
I thank God you came
How many more days could I wait?
I made plans with you
And I won't let em fall through
I, I, I, I, I I think I'd lie for you
I think I'd die for you
Jodeci ""Cry For You""
Do things when you want me to
Like controlla, controlla
Yeah, like controlla, controlla Yeah, okay, you like it
When I get, aggressive, tell you to
Go slower, go faster
Like controlla, controlla
Yeah, like controlla, controlla And I'm never on a waste ting shorty
I do it how you say you want it
Them girls, they just wanna take my money
They don't want me to give you nothing
They don't want you to have nothing
They don't wanna see me find your lovin'
They don't wanna see me
Smiling back when they preen Knowing I'd lie for you
Thinking I'd die for you
Jodeci ""Cry For You""
Do things when you want me to
Like controlla, controlla
Yeah, like controlla, controlla Gyal a tear off mi garments
And a bawl fi come inna mi apartment (Woi!)
Di gyal dem want di length and strength
Action speak louder than argument well But you can't just diss and come tell me sorry
You can't listen to me talk and go tell my story
Nah, it don't work like that when you love somebody
My old flex is my new flex now and we're workin' on it, yeah
And that's why I need all the energy that you bring to me
My last girl would tear me apart, but she'd never wanna split a ting with me
But when it comes to you, you I think I'd lie for you
I think I'd die for you
Jodeci ""Cry For You""
Do things when you want me too
Like controlla, controlla
Yeah, like controlla, controlla, yeah And I'm never on a waste ting shorty
I do it how you say you want it
Them girls, they just wanna take my money
They don't want me to give you nothing
They don't want you to have nothing
They don't wanna see me find your lovin'
They don't wanna see me
Smiling back when they preen
Jeez! Music a drop
Gyal a whine up dem bumpa
Dis is di summa summa controlla alert
Drake from Canada, Beenie Man from Jamaica
Dem wa hear murda!
Zaga"
finesse,drake,"Yeah
Turn everything up
Yeah, oh yeah
Turn everything up a little more I want my baby to have your eyes
I'm going against my own advice
Should I do New York I can't decide
Fashion week is more your thing than mine
I can't even lie
I'd rather stay inside
I can't do suit and tie
Can't be in a room with you and stand on different sides
One thing at a time
I have to learn to hide
One thing at a time
Emotions running high
I wish you felt alright Just hitting my line
All the time, all the time, all the
You stay on my mind
All the time, all the time (yeah) It takes some finesse
I seen you finesse
He can't know finesse You stay on my mind
You and your sister
Too hot to handle
Things will get cancelled
I would make time for you
Commitment
Going the distance
I'm new to all of this It takes some finesse
I seen you finesse
He can't know finesse
You stay on my mind"
would-u-love-me,drake,"[drake]
yeah..
feel good
its a celebration, clap clap bravo
lobster and shrimp and glass of miscotto for the girl who's in school
and her friend who's a model
finished the whole bottle and we gon do it big like this.. yeah
and you was just practice
he aint in ya world you can take him off ya atlas
girl ya on fire can i be the one you match wit
ill get you a credit card and baby you can max this out
show me where ya tats is
show me where ya heads at maybe i could grasp it
they say if you get it you can understand her better
and she known to be a cheater but thats only if you let her
and i got it together so when they talk and try to determ me its like whateva
tell em i appreciate the help but i just gotta know for myself [Chorus]
Would you love me if I couldn't sing a song,
If I couldn't take you home would you love me
If I couldn't buy you a thing shoes and diamond rings
Would you love me if I spent my life, with the same old 9 to 5,
Would you love me if I could give it all to you (you)
Would you love me if I didn't say baby your looking fly today
Would you love me if we can't break away, take you on a holiday, yeah
Would you love me if I say a thing I don't mean would you leave or stay
Girl would you love me, I say maybe if it goes wrong would you just leave me
Now would you love me, I say maybe If it goes wrong would you stay or would you go?
Would you love me [drake]
this lifestyle is foul this shit it'll damage ya
especially when you think no ones understandin ya
these girl groups with they over protective managers
got paparazzi over my shoulder clickin they cameras
snap snap snap til they runnin out of card space
you remind me of tonys sister in scar face
just take it easy on love and slow ya heart rate
goodness gracious the top is just such a hard place
yeah, but if you never even been there
it kinda make sence why you dyin to pretend there
spillin all ya drinks and takin pictures in ya swim wear
head up in the clouds you survivin on the thin air
i know that shit is exhausting girl
you now mistakes are costing girl
and maybe you dont need to help
but i just wanna see for myself"
pikachu,drake,"[Intro: Drake & Future]
Yeah
Wheezy out of here [Verse 1: Drake]
The dash, it's digital, the schedule busy
My head in a hoodie, my shorty a goodie
My cousins are crazy, my cousins like Boogie
Life is amazin', it is what it should be
Been here for ten but I feel like a rookie
I tell her, look up 'cause it's snowin' in Tootsie's
Booked for three years, man you can't even book me
It's me and Lil Baby, this shit goin' crazy
Wheezy produced it and Weezy F. made me
And she held it down, so she got a Mercedes
Young Money Records, the Army, the Navy
They ran me ten thousand, I threw it like Brady
The foreign is yellow like Tracee and K.D
I trusted my niggas, they never betrayed me
Met all these niggas, they sweeter than Sadie
When I started out, I just took what they gave me
Did all the favors, they never repaid me
It worked in my favor, 'cause nobody saved me [Chorus: Lil Baby]
Brand new whip got no keys
Tailor my clothes, no starch please
Soon as I nut, you can gon' leave
Got M's in the bank, like yes indeed [Verse 2: Lil Baby]
Cartier glasses, I won't even peek at you
Yellow Ferrari like Pikachu
I got 'em waitin' and watchin' what he gon' do
Tryna peep what I do, tryna steal my moves
$2,500 for a new pair of tennis shoes
The same price, I could make them youngins come and finish you
Lawyer been chargin', he a Jewish like he voodoo
Real dope boy, hundred thousand in Evisu
Presidential tints slide by, we don't see you
I been gettin' money, I ain't worried 'bout what he do
I'm gettin' money like I'm from the '80s
Me and Drake 'bout to drop man, this shit gon' go crazy
They know I'm the truth, comin' straight from the basement
I'm straight as the street, man I come from the pavement
A million, all hundreds, it make em 'go crazy
Wah-wah-wah, bitch, I'm the Baby [Chorus: Lil Baby]
Brand new whip got no keys
Tailor my clothes, no starch please
Soon as I nut, you can gon' leave
Got M's in the bank, like yes indeed
Me and my dawgs goin' all the way
When you livin' like this, they supposed to hate
Brand no whip got no keys
Tailor my clothes, no starch please
Soon as I nut, you can gon' leave
Got M's in the bank, like yes indeed
Me and my dawgs going all the way
When you livin' like this, they supposed to hate"
