song,artist,lyrics
started-from-the-bottom,drake,"Started...
(Zombie on the track) Started from the bottom now we're here
Started from the bottom now my whole team fuckin' here
Started from the bottom now we're here
Started from the bottom now the whole team here, nigga
Started from the bottom now we're here
Started from the bottom now my whole team here, nigga
Started from the bottom now we're here
Started from the bottom now the whole team fuckin' here I done kept it real from the jump
Livin' at my momma's house we'd argue every month
Nigga, I was tryna get it on my own
Workin' all night, traffic on the way home
And my uncle callin' me like, ""Where ya at?
I gave you the keys told ya bring it right back""
Nigga, I just think it's funny how it goes
Now I'm on the road, half a million for a show and we... Started from the bottom now we're here
Started from the bottom now my whole team fuckin' here
Started from the bottom now we're here
Started from the bottom now the whole team here, nigga
Started from the bottom now we're here
Started from the bottom now the whole team fuckin' here
Started from the bottom now we're here
Started from the bottom now the whole team here, nigga Boys tell stories 'bout the man
Say I never struggled, wasn't hungry, yeah, I doubt it
Nigga, I could turn your boy into the man
There ain't really much out here that's poppin' off without us
Nigga, we just want the credit where it's due
I'ma worry 'bout me, give a fuck about you
Nigga, just as a reminder to myself
I wear every single chain, even when I'm in the house, cause we... Started from the bottom now we're here
Started from the bottom now my whole team fuckin' here
Started from the bottom now we're here
Started from the bottom now the whole team here, nigga No new niggas, nigga we don't feel that
Fuck a fake friend, where your real friends at?
We don't like to do too much explainin'
Story stayed the same, I never changed it
No new niggas, nigga we don't feel that
Fuck a fake friend, where you real friends at?
We don't like to do too much explainin'
Story stayed the same through the money and the fame cause we... Started from the bottom now we're here
Started from the bottom now my whole team fuckin' here
Started from the bottom now we're here
Started from the bottom now the whole team here, nigga
Started from the bottom now we're here
Started from the bottom now my whole team here, nigga
Started from the bottom now we're here
Started from the bottom now the whole team here, nigga"
tuesday,drake,"Club goin' up, on a Tuesday
Got your girl in the cut and she choosay Squad goin' up, nobody flippin' packs now
I just did 3 in a row, them shows is back-to-back to back now
Put the world on the sound, you know PARTY and The Weeknd
Ain't got no motherfuckin' time to party on the weekend
Tell Gelo, ""Bring the juice, we about to get lit""
Fill the room up with some teens, one night off and this is it
Always workin' over T, overtime and out of town
Shit is crazy back home, it kills me that I'm not around
I think we gettin' too deep, shit I'm talkin' must be too true
Upstairs got xan's in a Advil bottle, I don't take them shits
But you do, so I got 'em for you
I don't need the pills, I'm just gonna' have another drink
And when I'm puttin' work in on a weekend
I'll look back on this and think how we have the club going up Club goin' up, on a Tuesday
Got your girl in the cut and she choosay Workin' Monday night, on the corner flippin' hard
Made at least 3 thousand, on the boulevard
I've been workin' graveyard shifts every other weekend
Ain't got fuckin' time to party on the weekend
I've been flippin' in the house, makin' juugs on the highway
I've been ridin' out of state, makin' money like my way
I don't think that I should dance, I'm just gon' have another drink
I'm doin' my stance, you know my molly prant
I got the loudest of the loud, you know I got stink
My P.O think I'm in the house
Don't give a damn bout, what she think Club goin' up, on a Tuesday
Got your girl in the cut and she choosay And I know I know how I made it on my own
I made my own style, I don't think that I should stay
You know I gotta' go, you're moving too fast
Don't wanna move slow
Club goin' up, on a Tuesday
Got your girl in the cut and she choosay"
from-time,drake,"What's up? Been a minute since we kicked it, you've been caught up
With them bitches, I don't get it, you're a star love
You shouldn't have to deal with that
I'd never make you feel like that, cause... I love me, I love me enough for the both of us
That's why you trust me, I know you been through more than most of us
So what are you? What are you, what are you so afraid of? Darling you, you give but you cannot take love I needed to hear that shit, I hate when you're submissive
Passive aggressive when we're texting, I feel the distance
I look around the peers that surround me, these niggas tripping
I like when money makes a difference but don't make you different
Started realizing a couple places I could take it
I want to get back to when I was that kid in the basement
I want to take it deeper than money, pussy, vacation
And influence a generation that's lacking in patience
I've been dealing with my dad, speaking of lack of patience
Just me and my old man getting back to basics
We've been talking 'bout the future and time that we wasted
When he put that bottle down, girl that nigga's amazing
Well, fuck it, we had a couple nas
We might have rolled a white paper, just something to hold us
We even talked about you and our couple of moments
He said we should hash it out like a couple of grown ups
You a flower child, beautiful child, I'm in your zone
Looking like you came from the 70's on your own
My mother is 66 and her favorite line to hit me with is
Who the fuck wants to be 70 and alone?
You don't even know what you want from love anymore
I search for something I'm missing and disappear when I'm bored But girl, what qualities was I looking for before?
Who you settling for? Who better for you than the boy, huh? Thinking 'bout Texas, back when Porscha used to work at Treasures
Or further back than that, before I had the Houston leverage
When I got Summer a Michael Kors with my momma's debit
A weak attempt at flexing, I'll never forget it
Cause that night I played her three songs
Then we got to talking 'bout something we disagreed on
Then she start telling me how I'll never be as big as Trey Songz
Boy was she wrong, that was just negative energy for me to feed off
Now it's therapeutic blowing money in the Galleria
Or Beverly Center Macy's where I discovered Bria
Landmarks of the muses that inspired the music
When I could tell it was sincere without tryna prove it
The one that I needed was Courtney from Hooters on Peachtree
I've always been feeling like she was the piece to complete me
Now she engaged to be married, what's the rush on commitment?
Know we were going through some shit, name a couple that isn't
Remember our talk in the parking lot at the Ritz
Girl I felt like we had it all planned out, I guess I fucked up the vision
Learning the true consequences of my selfish decisions
When you find out how I'm living, I just hope I'm forgiven
It seem like you don't want this love anymore I'm acting out in the open, it's hard for you to ignore
But girl, what qualities was I looking for before?
Who you settling for? Who better for you than the boy, huh?
""Been Baka aka Not Nice from time, G. Been a East Side ting. Scarborough ting from time, G, been have up di ting dem from time, G. So I don't know what's wrong with these little wasteman out here eh? Y'all need to know yourself."""
passionfruit,drake,"Hold on, hold on
Fuck that, fuck that shit
Hold on, I got to start this mothafuckin' record over again, wait a minute
Fuck that shit
Still on this mothafuckin' record
I'ma play this mothafucka for y'all
Ayy, y'all get some more drinks goin' on, I'll sound a whole lot better Listen, seeing you got ritualistic
Cleansin' my soul of addiction for now
'Cause I'm fallin' apart, yeah
Tension between us just like picket fences
You got issues that I won't mention for now
'Cause we're fallin' apart Passionate from miles away
Passive with the things you say
Passin' up on my old ways
I can't blame you, no, no
Passionate from miles away
Passive with the things you say
Passin' up on my old ways
I can't blame you, no, no Listen, hard at buildin' trust from a distance
I think we should rule out commitment for now
'Cause we're fallin' apart
Leavin', you're just doing that to get even
Don't pick up the pieces, just leave it for now
They keep fallin' apart Passionate from miles away
Passive with the things you say
Passin' up on my old ways
I can't blame you, no, no
Passionate from miles away
Passive with the things you say
Passin' up on my old ways
I can't blame you, no, no Trying to think of the right thing to say"
overdoes-on-life,drake,"(feat. Travis McCoy & Mickey Factz) And imma leave on one more note
One more motherfuckin note
Its like this . Look at him (Drake):
I aint been here in a minute
Cut the lights off I feel fantastic right now baby
Yeah Look .
I said I used to cut the porch lights on and now
I cut the porches lights on just to let them know
their foresights wrong
where this rapper going with that obscure ice on he
a lame I'm just tryna get my mature life on
O D.
O. D. Everybody know me, even fans that resemble
them kids in the O.C.
Oh me Oh my them girls love me like Seth Cohen,
So get a grip get a glass pour the X. O. in
I did want one these niggas to say that I'm not the same
pick a road cause where you drivin is not a lane
and rest in peace to Pimp C life is not a game,
taking over the world no pinky just a lotta Brain
He bout to send them the shit that I'm on (Yeah)
You prolly could have predicted I'm on (Yeah)
My sense of judgment is a officially gone
Up into the air all the smoke from the swisha is blown
Ahh. I'm grown I'm grown I'm living in this elevator zone alone
I'm up so high I'm never coming down and you say
you got them hoes but they never coming round
I got pent house walls I stay high above your ass
and I can see it all, my balcony is glass
and wifey's over (Bitches)
but moneys over (Her)
cause money's under (Nothin)
my life is such a (Blur)
that's not the way it has to go its jus what I prefer
and do not disagree with me its best you jus concur
I'm a legend wit a legacy that can't help but survive
even when I fuckin die they gonna bury me Alive. (Chorus):
And I'm so prestigious
I brought my niggas from the hood to the beaches
I'm living good gripping wood with all the features
Jesus my money straight no creases
P P P Peep this
We got bottles over here
Kush is in the air. we good (O. D. O.D.)
Bithces over there. we good (O. D. O. D.)
Money on the floor we good O.D. O.D everybody know me (Travis McCoy):
Oh no Travie high on life again .(Wow)
Feel like I swallowed a whole bottle of Vicodin (Dam)
So high I wanna cry like tiny violins
In my best mode the pesmote enjoy the silence (Shh)
Stop the violence, how when every blind is like the
motherfuckin Watts riots pouring out my pen
iight dam be easy imma get back
gentleman with a superlative use of syntax
and I done gave up the narcotics but I cant leave
the crib without some xanax in my water (Nope)
Hello my name is Travie and I'm a life-aholic
Told'em all these beats is like the Wallis to my Gromit.(Ha)
The alpha to my Bruce wearing stripes on my candy cane
Worn without the other so for real without the candy brain
super trooper like a gun tote in candyman
ask me how I'm livin bet I tell ya fine and dandy man
check his vital signs they peeping off the meter man
I'm a live forever in Neverland wit Peter Pan
Fuck pulling the nine out
I'm a pull a Amy Winehouse
sipping Purple Rain with Mary Jane girls in my house
(My House)
Isaiah I'm a see ya when I get there
until then hold me down like gravity its Travie .Uno Easy (Chorus):
And I'm so prestigious
I brought my niggas from the hood to the beaches
I'm living good gripping wood with all the features
Jesus my money straight no creases
P P Peep this
We got bottles over here
Kush is in the air we good (O. D. O.D.)
Bithces over there... we good (O. D. O. D.)
Money on the floor we good Its Mickey O.D. O.D everybody know me (Mickey Factz):
Ha I'm bout to overdose on life somebody please pass the weed
So if I comatose tonight you won't have to ask for refer
if the things that I seen through my Prada frames got me paid
watch me mane I'm cocky slave with this Rocky chain
I got I got my fames cluttered with this bud
and this name of it is Fame and its all up in my blood
tyna suppress the too fresh feeling I got. Oooo yes
I'm in it for the huge yes duplex living like I'm Hugh Heff
Every other night I need a blue net for group sex
leaving with a bruise neck then I yell whose next (Next)
stand'em in a line this is new fax city take this crack
between ya thighs (Yeah)
(Mickey what you mean) I'm promethazine fuck the queen
sniff the white horse of success and then let him lean
(Let'em see)
tryna match my high on life (Then let'em dream)
gotta catch the spot on my flight
first class known of the aroma of the smoker life
got me like a stoner, a zoner but nah its never over
(Mickey what you mean)
I stick my tongue out sippin Remy conceited of
I'm teasing every bum out
hung out wit celebrities from every drug house
so when you remember me say that I was strung out
(Mickey what you mean)
I'm a addict for the green cash I'm a O.D. so flip going to rehab Chorus):
And I'm so prestigious
I brought my niggas from the hood to the beaches
I'm living good gripping wood with all the features
Jesus my money straight no creases
P P Peep this
We got bottles over here
Kush is in the air. we good (O. D. O.D.)
Bithces over there. we good (O. D. O. D.)
Money on the floor we good O.D. O.D everybody know me"
miss-me,drake,"I said tell me what's really goin' on
Drizzy back up in this thing I'm ready, what's happenin'?
Gone for surgery but now I'm back again
I'm 'bout my paper like a mothafuckin' scratch-and-win
World Series attitude, champagne bottle life
Nothin' ever changes so tonight is like tomorrow night
I will have a model wife, your bitch is as hot as ice
Every time you see me I look like I hit the lotto twice
(Drake you got 'em right?) Yeah I got 'em Bun
I love myself cause I swear their life is just not as fun
Neeks got the weed, Hush got a gun
CJ's got my credit cards and a lotta ones
Yeah, I'm in the city of the purple Sprite
Someone tell Maliah I'm on fire, she should work tonight
Call the King of Diamonds and tell Chyna it'd be worth the flight
I'll be at my table stackin' dollars to the perfect height
Work somethin', twerk somethin' basis
She just tryna make it so she's right here gettin' naked
I don't judge her, I don't judge her but I could never love her
Cause to her I'm just a rapper and soon she'll have met another
That's why me and Lil Jaz bout to spaz, can you keep up?
I'm just feelin' sorry for whoever got to sweep up
Yeah bills everywhere, trill everythin'
And Drake just stands for Do Right and Kill Everything
I love Nicki Minaj, I told her I'd admit it
I hope one day we get married just to say we fuckin' did it
And girl I'm fuckin' serious I'm with it if you with it
Cause your verses turn me on and your pants are mighty fitted
Ugh, damn, I think you caught me in a moment
Like I catch 'em stealin' flows cause I swear I never loaned it
And life ain't a rehearsal the camera's always rollin'
So come and get a portion of this money that we be blowin'
Cause it's on Yeah girl it's on
You know what it is when I finally make it home
I just hope you miss me a little when I'm gone
Yeah I just hope you miss me a little when I'm gone
And you just tell me what you down for, anythin' you down for
I know things have changed, know I used to be around more
But you should miss a little when I'm gone
I just hope you miss me a little when your gone Ooh shit, mothafucka, goddamn
Kickin' bitches out the condo like Pam
Gettin' money every day: I'm a groundhog
Bout to scoop your girl up like a ground ball
I walk light so I don't piss the ground off
Man I swear my bitches do it 'til they suck the brown off
Ugh, that's nasty
Yes I am Weezy but I ain't asthmatic
James Bond cologne, honey I put on
Make 'em run and tell their friends like a marathon
Voice baritone, haters carry on
Beat the pussy up, call me Larry Holmes
Young Money's Jerry Sloan, I turn every stone
When she masturbates to me, that's how she learn every song
To women I condone better write me when I'm gone
No I'm not that thuggish not that ruggish but I do pack Bone
Uh, I'm a love machine
And I won't work for nobody but you
It's only me and her cause the Bugatti a coupe
It's Blood gang, slime but I parlay with Snoop
I ain't lyin' I shoot, you don't need signs for proof
Turn you to a vegetable like you lyin' in soup
And when I'm in the booth, bitch, the lion is loose
Man I got so many styles I am a group
Damn, I'll be gone 'til November
But fuck it I ain't trippin', I know Drizzy gonna kill 'em
I'm stickin' to the script like lint on denim
Mama said if the rules ain't bent, don't bend 'em
Real nigga talkin', shut the fuck up, ho
Gotta do it one time for Haiti, what up, Zoe?
Weezy F Baby and the 'F' is for ""front door""
Cause that's where I bring it, Soo Woo if you bangin', muthafucka Yeah girl it's on
You know what it is when I finally make it home
I just hope you miss me a little when I'm gone
Yeah I just hope you miss me a little when I'm gone
And you just tell me what you down for, anythin' you down for
I know things have changed, know I used to be around more
But you should miss a little when I'm gone
I just hope you miss me a little when your gone Uh, forever in our hearts
JJ, we love you boy
H-Town!
(I'm gone, I'm gone, I'm gone
I'm gone, I'm gone, when I'm gone I just hope that you miss me
Miss me, miss me, miss me, miss me a little when I'm gone
Miss me a little when I'm gone, gone, gone.)"
furthest-thing,drake,"Somewhere between psychotic and iconic
Somewhere between I want it and I got it
Somewhere between I'm sober and I'm lifted
Somewhere between a mistress and commitment
But I stay down, girl I always stay down
Get down, have her lay down
Promise to break everybody off before I break down
Everyone just wait now
So much on my plate now
People I believed in they don't even show their face now
What they got to say now?
Nothing they can say now
Nothing really changed, but still they look at me a way now
What more can I say now?
What more can I say now?
You might feel like nothing was the same
I still been drinking on the low
Mobbin on the low
Fuckin on the low
Smokin on the low I still been plotting on the low
Scheming on the low
The furthest thing from perfect like everyone I know
I just been drinking on the low
Mobbin on the low
Fuckin on the low
Smokin on the low
I just been plotting on the low
Scheming on the low
The furthest thing from perfect Like everyone I know
And I hate that you don't think that I belong to ya
Just too busy running shit to run home to ya
You know that paper my passion
Bittersweet celebrations, I know I can't change what happened I can't help it, I can't help it I was young and I was selfish I made every woman feel like she was mine and no one else's
Now you hate me, stop pretending
Stop that fronting, I can't take it
Girl don't treat me like a stranger
Girl you know I seen ya naked
Girl you know that I remember, don't be a pretender
Getting high at the condo, that's when it all comes together
You know I stay remniscing and makeup sex is tradition
But you've been missing girl and you might feel like nothing was the same
I still been drinking on the low
Mobbin on the low
Fuckin on the low
Smokin on the low
I still been plotting on the low
Scheming on the low
The furthest thing from perfect
Like everyone I know
I just been drinking on the low
Mobbin on the low
Fuckin on the low
Smokin on the low
I just been plotting on the low Scheming on the low
The furthest thing from perfect like everyone I know (Girl you know that I remember...) Drinking
Smoking Fucking
Plotting
Scheming
Plotting
Scheming
Getting money
Drinking
Fucking
Smoking
Plotting
Scheming
Plotting
Scheming
Getting money
Uhh
This the life for me
My mama told me this was right for me
I got em worried like make sure you save a slice for me
I should have spoons serve you up with a fork and knife for me
Your actions make us doubt you
Your lack of effort got me rapping different
This the shit I wanna go out to
Play this shit at my funeral if they catch me slippin
Naked women swimming that's just how I'm living
Donate a million to some children that's just how I'm feeling
A nigga filling up arenas who the fuck can see us
I had to Derrick Rose the knee up 'fore I got the re-up
Yours truly the boy
I just build and build more y'all niggas build and destroy
Y'all niggas party too much man I just chill and record
No filler you feel it now if you ain't feel it before
Yes Lord
This the shit I wanna go out to
Yeah.yeah
This the shit I wanna go out to"
redemption,drake,"Yeah, I get it
I get it
Yeah Why would I say all these things to have you feelin' a way?
Why would I tell you I'm 30 away if I'm not on the way?
Why do I settle for women that force me to pick up the pieces?
Why do I want an independent woman to feel like she needs me?
I lost my way I'm searchin' for these words to say to you
Please give me time
Cause I'm searchin' for these words to say to you
Oh please give me time
Cause I'm searchin' for these words to say to you right now
Redemption's on your mind when you think about me
Yeah
Redemption's on your mind when you think about me
Yeah Run your mouth, I'd rather listen to someone else
I gave your nickname to someone else
I know you're seein' someone that loves you
And I don't want you to see no one else
I don't want you here with someone else
I don't wanna do this with no one else
I used to know you back when you was young
Your brother brought me through, you saw me
That made me think of you so differently
I miss the feeling of you missing me
But you say you're over and done with me
Aw yeah, yeah, yeah
Aw yeah, yeah, yeah Now redemption's on your mind when you think about me
Aw yeah, yeah, yeah
Redemption's on your mind when you think about me
Aw yeah, yeah, yeah
Redemption's on your mind when you think about me
Aw please give me time
Cause I'm searchin' for these words to say to you right now Say to you
But 80 percent of it was the truth, yeah
Say to you
A Mercedes coupe that you're still drivin' with just me and you
Girl, really gon' spend the winter with this other nigga?
Act like he's really the one to get through it with you
Took up with Jessica, Kim, you know that I'm bound to see you
And they both say that you're over and done with me
Aw yeah, yeah, yeah
Aw yeah, yeah, yeah They say redemption's on your mind when you think about me
Yeah, aww yeah, yeah, yeah
Redemption's on your mind when you think about me
Aw yeah, yeah, yeah
Redemption's on your mind when you
Aw please give me time
Cause I'm searchin' for these words to say to you right now Damn, I'm not unrealistic with none of my women
I tell them if they ain't with it then let's just forget it
Relationships slowin' me down, they slow down the vision
Guess I'm not in a position to deal with commitment
Certain people need to tell me they're proud of me
That mean a lot to me
Not havin' closure, it take a lot out of me
This year for Christmas I just want apologies
Sydney gave up on me when I went missin'
Syd had a baby and treated me different
Erica sued me and opened a business
Wonder if they was here, shit could have been different
Wonder what they'd do put in my position
I wonder, when my shit drop, do they listen?
Wonder if they're second guessin' their decisions
I hate the number 2, that shit is unforgiven
Tryna satisfy everybody
It's like they can't get enough
Until enough is enough
And that is too much
You tip the scale when I weigh my options
West Palm girls are spoiled rotten
Tiffany on you, you know you poppin'
I'll kill somebody if they give you problems
Master bedroom's where we get it poppin'
Just ignore all the skeletons in my closet
I'm a walkin' come-up, I'm a bank deposit
Sell my secrets and get top dollar
Sell my secrets for a Range Rover
Opportunity and temptation
They would sell my secrets for a tropical vacation
Sell my secrets back to me if I was payin'
Who's gonna save me when I need savin'?
Since take care, I've been caretakin'
At second chances, that ain't how you livin'
Redemption on your mind, I'll never be forgiven Yeah
I know"
hold-on,drake,"I got my eyes on you, you're everything that I see
I want your hot love and emotion endlessly
I can't get over you, you left your mark on me
I want your high love and emotion endlessly
Cause you're a good girl and you know it
You act so different around me
Cause you're a good girl and you know it
I know exactly who you could be Just hold on we're going home
Just hold on we're going home
It's hard to do these things alone
Just hold on we're going home You're the girl, you're the one
Gave you everything I loved
I think there's something, baby
I think there's something, baby"
too-good,drake,"Oh yeah, yeah, yeah
Oh yeah, yeah, yeah
Yeah Look... I don't know how to talk to you
I don't know how to ask you if you're okay
My friends always feel the need to tell me things
Seems like they're just happier than us these days
Yeah, these days I don't know how to talk to you
I don't know how to be there when you need me
It feels like the only time you see me
Is when you turn your head to the side and look at me differently Yeah, and last night I think I lost my patience
Last night I got high as your expectations
Last night, I came to a realization
And I hope you can take it
I hope you can take it I'm too good to you
I'm way too good to you
You take my love for granted
I just don't understand it
No, I'm too good to you
I'm way too good to you
You take my love for granted
I just don't understand it I don't know how to talk to you
I just know I found myself getting lost with you
Lately you just make me work too hard for you
Got me on flights overseas, and I still can't get across to you And last night I think I lost my patience
Last night I got high as your expectations
Last night, I came to a realization
And I hope you can take it
I hope you can take it I'm too good to you
I'm way too good to you
You take my love for granted
I just don't understand it
No, I'm too good to you
I'm way too good to you
You take my love for granted
I just don't understand it Years go by too fast
I can't keep track
How long did we last?
I feel bad for asking
It can't end like this
We gotta take time with this
Cock up yuh bumper, sit down pon it
Let me see if this is something I can fix
You got somebody other than me
Don't play the victim when you're with me
Free time is costing me more than it seems
Sacrificing things
And I wanna tell you my intentions
I wanna do the things that I mention
I wanna benefit from the friendship
I wanna get the late night message from you, from you
I put my hands around you
Gotta get a handle on you
Gotta get a handle on the fact that... I'm too good to you
I'm way too good to you
You take my love for granted
I just don't understand it
No, I'm too good to you
I'm way too good to you
You take my love for granted
I just don't understand it Gyal a you mi waan
Pay fi yuh visa meck yo fly out regular
Baby, cock up yuh bumper, sit down pon it
Gyal yo pum pum good and yuh fit
Mi wi give you everything weh deh in my wallet
And in my pocket
Cock up yuh bumper, sit down pon it
Gyal yo pum pum good and yuh fit
Mi wi give you everything weh deh in my wallet
And in my pocket"
teenage-fever,drake,"Your heart is hard to carry after dark
You're to blame for what we could have been
'Cause look at what we are
Your friends are scared to tell you you're in too far
Funny that it's always been all about you from the start
I met someone new last night and we kicked it
And I'm going back there tonight
And you know what's on my mind, this time
Going back there tonight
And you know what's on my mind If you had my love
And I gave you all my trust
Would you comfort me?
And if somehow you knew
That your love would be untrue
Would you lie to me?
If you had my love
And I gave you all my trust
Would you comfort me?
And if somehow you knew
That your love would be untrue
Would you lie to me? Out of body
That's just how I feel when I'm around you, shawty
Last night we didn't say it
But girl, we both thought it
Why second guess? I should have stayed
You say the word, I'm on the way
This shit feels like teenage fever
I'm not scared of it, she ain't either
Why second guess? I should have stayed
'Cause you know what's on my mind tonight If you had my love
And I gave you all my trust
Would you comfort me?
And if somehow you knew
That your love would be untrue
Would you lie to me?
If you had my love
And I gave you all my trust
Would you comfort me?
And if somehow you knew
That your love would be untrue
Would you lie to me? Yeah, slightly took a left turn there
But very much 6AM
Slightly been awake for 24 hours, so please forgive me
More ideas and stuff comin'
Yeah, yeah, fam
I'm wafflin', but man is tired, fam, Jesus Christ"
aston-martin-music,drake,"Would've came back for you
I just needed time, to do what I had to do
Caught in the life, I can't let it go, whether that's right, I will never know
Hoping you will forgive me, never meant wrong
Tried to be patient, waited too long
But I would've came back, but I would've came back
Would've came back, would've came back
Would've came - I talk slicker than a pimp from Augusta
Who just had his linen suit dry-cleaned, bitches, what's up witcha?
I hate callin' the women bitches, but the bitches love it
I took some sense and made a nickel of it
I'm urgin' all daughters to kiss they mothers
With those lips that all that lipstick covers
You're never too grown up to miss and hug her
And girls countin' on me to be there like missin' rubbers
I'm on some Marvin Gaye shit, a bunch of distant lovers
This ain't the life that I'm used to
Reintroduced to people I've been introduced to
Did you forget me?
Or are you too scared to tell me that you met me
And fear that I won't remember
I wish you could still accept me for me
I miss Memphis, Tennessee, my cousins, my dad
The simplistic beauty that all of them Southerners have
I'm halfway across the world with dozens of bags
Feelin' like all four members of Color Me Badd
In one nigga, amazing shit
I got that Courtney Love for you, that crazy shit
I don't drink every bottle I own, I be agin' shit
And I got them wedding ring flows, that engagin' shit
Which one of y'all got fleets on your keychains?
The seats for these Heat games?
I really think you stare at yourself and you see things
La Familia, I've been inducted and instructed
To stunt on these niggas we don't really fuck wit
Fuck is up?
Havin' lunch and debatin' Ferrari prices
23 and goin' through a midlife crisis
But trust me, I still deliver like a midwife
And no, I'm not sayin' I'm the nicest, I just live life like it
Uh, it take a certain type of man to teach
To be far from hood, but to understand the streets
I never threw away that paper with my Grammy speech
Because I haven't hit the pinnacles I plan to reach
Yeah, you gotta own it if you want it
Kisses all on her body, she tells me live in the moment
And, baby, I'll never forget none of that
Girl, I told you I was coming back"
blem,drake,"Unruly, unruly, maddas
Who keeps bringing more? I've had too many
This Virginia done me off already
I'm blem for real, I might just say how I feel
I'm blem for real, I might just say how I feel Don't switch on me, I got big plans
We need to forward to the islands
And get you gold, no spray tans
I need you to stop runnin' back to your ex, he's a wasteman
I wanna know, how come we can never slash and stay friends?
I'm blem for real, I might just say how I feel
I'm blem for real, I might just say how I feel 'Cause I know what I like
I know how I wanna live my life
I don't need no advice
You're not here and we both know why
So, move from me when you're extra
Move from me with the passa
I'm buildin' up a house where they raised me
You move with me I'll go crazy Don't switch on me, I got big plans
We need to fall off to the islands
And get you gold, no spray tans
I need you to stop runnin' back to your ex, he's a wasteman
I wanna know, how come we can never slash and stay friends?
I'm blem for real, I might just say how I feel
I'm blem for real, I might just say how I feel I know we can't keep it together forever
'Cause you're crazy sometimes
And I only see you sometimes
Move from me when you're extra
Move from me with the passa
I'm buildin' up a house where they raised me
You move with me I'll go—look Don't switch on me, I got big plans
We need to fall off to the islands
And get you gold, no spray tans
I need you to stop runnin' back to your ex, he's a wasteman
I wanna know, how come we can never slash and stay friends?
I'm blem for real, I might just say how I feel
I'm blem for real, I might just say how I feel Together forever
Good morning, good afternoon, goodnight!
I'm here to talk about More Life
One second"
runnin'-thru-da-6ix,drake,"(shaky worrier)
you know how dat shit go
yh you know how dat shit go
yh you know how dat shit go
I was runnin thru the six wid my woes
yh you know how dat shit go
running thru the six wid my woes"
fire-&-desire,drake,"Dedicate, I dedicate the world
Yeah, oh
I dedicate, I dedicate
I give you my fortune
I dedicate, I dedicate
I dedicate, I dedicate
I dedicate, dedicate, dedicate
I dedicate to you
I dedicate, I dedicate
I dedicate, I dedicate, oh yeah
I dedicate, I dedicate to you Throwin' dirt on my old name
Only gets worse when you know things
You don't see the perks of this whole thing
But you get real on a pill and I like it
You just like my psychic, I just wanna buy
Fulfill all your desires
Keep you in the front, never in the back
And never on the side, yeah You a real ass woman and I like it
I don't wanna fight it Look, you know I'm a writer, nothin' left to hide
Your other nigga tired
Talk about you like you'll never leave his side
But I don't really buy it
Me I'm movin' quiet, all the things we're tryin'
Let's just keep it private
Tell me should I cut these other girls right out of my life?
Cause we never decided
Tell me how you feel inside You a real ass woman and I like it
Dedicate to you
I need you inspired, I need you excited
I don't wanna fight it I figure out you, you figure out me
We both a different breed
I'm followin' your lead, I ask you what you need
You say it's guaranteed
I mean you say that like it's easy
You never believe me
Told you I got Zs for these other girls sleepin' on him
Girl I'm sleepy
Sometimes I'm so indecisive But you a real ass woman and I like it
I don't wanna fight it I give you my all
I dedicate, I dedicate, woah yeah
I dedicate, I dedicate
I dedicate, baby, dedicate
I dedicate to you
I dedicate, I dedicate
This song's for you
I dedicate, I dedicate
I give you my all
I give you my voice
This song's for you"
energy,drake,"Lickwood means rewind, a gunshot means forward
You requested it so we rewind I got enemies, I got a lotta enemies
Got a lotta people tryna drain me of my energy
They tryna take the waaave from a nigga
Fuckin' with the kid and pray for your nigga I got girls in real life tryna fuck up my day
Fuck goin' online that ain't part of my day
I got real shit poppin' with my family too
I got niggas that can never leave Canada too
I got 2 mortgages, thirty million in total
I got niggas that'll still try fuckin' me over
I got rap niggas that I gotta act like I like
But my actin' days are over, fuck them niggas for life, yea I got enemies, I got a lotta enemies
Got a lotta people tryna drain me of my energy
They tryna take the waaave from a nigga
Fuckin' with the kid and pray for your nigga I got people talkin' down, man, like I give a fuck
I bought this one a purse, I bought this one a truck
I bought this one a house, I bought this one a mall
I keep buyin' shit just make sure you keep track of it all
I got bitches askin' me about the code for the wifi
So they can talk about they timeline
And show me pictures of they friends
Just to tell me they ain't really friends Ex-girl she the female version of me
I got strippers in my life, but they virgins to me
I heard everybody talkin bout what they gonna be
I got high hopes for you niggas, we gon' see
I got money in the courts so all my niggas are free
Bout to call your ass a Uber, I got somewhere to be
I hear fairy tales 'bout how they gon' run up on me
Well run up when you see me then and we gon' see I got enemies, I got a lotta enemies
Got a lotta people tryna drain me of my energy
They tryna take the waaave from a nigga
Fuckin' with the kid and pray for your nigga Naw, fuck all of you niggas I ain't finished
Y'all don't wanna hear me say it's a goal
Y'all don't wanna see Wayne win fifty awards
I got real ones livin' past Kennedy Road
I got real ones with me everywhere that I go
I'm tryna tell ya, I got enemies, got a lotta enemies
Every time I see 'em somethin' wrong with they memory
Tryna take the wave from a nigga
So tired of savin' all these niggas, mayne! I got enemies, I got a lotta enemies
Got a lotta people tryna drain me of my energy
They tryna take the waaave from a nigga
Fuckin' with the kid and pray for your nigga"
